127.0.0.1 - - [06/Nov/2012:11:10:44 +0000] "GET / HTTP/1.1" 200 3273
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:19:47 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A00%2B0000/2012-11-06T14%3A20%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:19:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A00%2B0000/2012-11-06T14%3A20%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:19:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A00%2B0000/2012-11-06T14%3A20%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:19:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A00%2B0000/2012-11-06T14%3A20%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:19:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A00%2B0000/2012-11-06T14%3A20%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A07%2B0000/2012-11-06T14%3A20%3A07%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A07%2B0000/2012-11-06T14%3A20%3A07%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:09 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T14%3A05%3A07%2B0000/2012-11-06T14%3A20%3A07%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A07%2B0000/2012-11-06T14%3A20%3A07%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:12 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:12 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:17 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:17 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A20%2B0000/2012-11-06T14%3A20%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 635
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:22 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:22 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:27 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:27 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A37%2B0000/2012-11-06T14%3A20%3A37%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A37%2B0000/2012-11-06T14%3A20%3A37%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A40%2B0000/2012-11-06T14%3A20%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 636
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:39 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T14%3A05%3A37%2B0000/2012-11-06T14%3A20%3A37%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A05%3A37%2B0000/2012-11-06T14%3A20%3A37%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:47 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:47 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:20:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A00%2B0000/2012-11-06T14%3A21%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A07%2B0000/2012-11-06T14%3A21%3A07%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A07%2B0000/2012-11-06T14%3A21%3A07%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:09 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T14%3A06%3A07%2B0000/2012-11-06T14%3A21%3A07%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:09 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A07%2B0000/2012-11-06T14%3A21%3A07%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:12 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:12 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:17 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:17 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A20%2B0000/2012-11-06T14%3A21%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 637
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:22 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:22 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:27 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:27 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:32 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A37%2B0000/2012-11-06T14%3A21%3A37%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A37%2B0000/2012-11-06T14%3A21%3A37%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:37 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A40%2B0000/2012-11-06T14%3A21%3A40%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 638
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:39 +0000] "GET /insight/services/resources/insight%3Atype%3DApplication/2012-11-06T14%3A06%3A37%2B0000/2012-11-06T14%3A21%3A37%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 295
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:39 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A06%3A37%2B0000/2012-11-06T14%3A21%3A37%2B0000?type=json&sortField=responseTimeScore&sortDesc=true HTTP/1.1" 200 481
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:42 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:47 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:47 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:52 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:21:57 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A00%2B0000/2012-11-06T14%3A22%3A00%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A20%2B0000/2012-11-06T14%3A22%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:02 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A20%2B0000/2012-11-06T14%3A22%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A07%2B0000/2012-11-06T14%3A22%3A07%2B0000/histogram?dataPoints=15&start=0 HTTP/1.1" 200 545
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A20%2B0000/2012-11-06T14%3A22%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A07%2B0000/2012-11-06T14%3A22%3A07%2B0000?fragments=vitals%2Cresponsetime%2Chealthlegend HTTP/1.1" 200 1912
0:0:0:0:0:0:0:1%0 - - [06/Nov/2012:14:22:07 +0000] "GET /insight/services/resources/insight%3AApplication%3D%22localhost%7Crewards-online%22%2Cname%3D%22lifecycle%22%2Ctype%3DApplication.EndPoint/2012-11-06T14%3A07%3A20%2B0000/2012-11-06T14%3A22%3A20%2B0000/metricData?dataPoints=45&start=0 HTTP/1.1" 200 640
